contributors_enabled,created_at,default_profile,default_profile_image,description,entities,favourites_count,follow_request_sent,followers_count,following,friends_count,geo_enabled,has_extended_profile,id,id_str,is_translation_enabled,is_translator,lang,listed_count,location,name,notifications,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_banner_url,profile_image_url,profile_image_url_https,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,protected,screen_name,status,statuses_count,time_zone,translator_type,url,utc_offset,verified
False,2009-04-08 11:33:26,True,False,"Moscow Correspondent, The Guardian. shaun.walker@theguardian.com",{'description': {'urls': []}},6430,False,68909,False,1979,True,False,29695330,29695330,False,False,en,2734,Moscow,Shaun Walker,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/29695330/1438443207,http://pbs.twimg.com/profile_images/436461876013060096/DEd-_axA_normal.jpeg,https://pbs.twimg.com/profile_images/436461876013060096/DEd-_axA_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,True,False,shaunwalker7,"{'created_at': 'Fri Nov 03 17:14:46 +0000 2017', 'id': 926497897314770944, 'id_str': '926497897314770944', 'text': ""I'll stop tweeting this event now..."", 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': 926497775130423297, 'in_reply_to_status_id_str': '926497775130423297', 'in_reply_to_user_id': 29695330, 'in_reply_to_user_id_str': '29695330', 'in_reply_to_screen_name': 'shaunwalker7', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 9, 'favorited': False, 'retweeted': False, 'lang': 'en'}",19401,Moscow,regular,,10800.0,True
False,2009-04-05 16:48:59,False,False,Radio Free Europe/Radio Liberty correspondent. RT NOT endorsement.,{'description': {'urls': []}},1096,False,116725,False,837,True,False,29016548,29016548,False,False,en,1232,,Golnaz Esfandiari,False,0A80FF,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,False,https://pbs.twimg.com/profile_banners/29016548/1420314292,http://pbs.twimg.com/profile_images/855670592661585920/mniGnQlk_normal.jpg,https://pbs.twimg.com/profile_images/855670592661585920/mniGnQlk_normal.jpg,38543,EEEEEE,F6F6F6,333333,True,False,GEsfandiari,"{'created_at': 'Fri Nov 03 18:51:45 +0000 2017', 'id': 926522302300377088, 'id_str': '926522302300377088', 'text': ""RT @hannahdreier: Venezuela's president, already mocked for gaining weight amid a hunger crisis, pulls out an empanada from his desk during…"", 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'hannahdreier', 'name': 'Hannah Dreier', 'id': 92854623, 'id_str': '92854623', 'indices': [3, 16]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Fri Nov 03 14:19:20 +0000 2017', 'id': 926453745516531712, 'id_str': '926453745516531712', 'text': ""Venezuela's president, already mocked for gaining weight amid a hunger crisis, pulls out an empanada from his desk… https://t.co/vmzCm3FWXk"", 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/vmzCm3FWXk', 'expanded_url': 'https://twitter.com/i/web/status/926453745516531712', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [116, 139]}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 10987, 'favorite_count': 15342, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 10987, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",29353,Eastern Time (US & Canada),regular,,-14400.0,True
False,2009-03-19 16:41:46,False,False,Anchor and Correspondent. Host of CNNI's The World Right Now with Hala Gorani.,"{'url': {'urls': [{'url': 'https://t.co/OtZlTgOTKl', 'expanded_url': 'https://www.facebook.com/HalaGoraniCNN', 'display_url': 'facebook.com/HalaGoraniCNN', 'indices': [0, 23]}]}, 'description': {'urls': []}}",2865,False,201333,False,795,False,False,25333609,25333609,False,False,en,3538,London,Hala Gorani,False,22330,http://pbs.twimg.com/profile_background_images/319389963/hala4.jpg,https://pbs.twimg.com/profile_background_images/319389963/hala4.jpg,False,https://pbs.twimg.com/profile_banners/25333609/1403705570,http://pbs.twimg.com/profile_images/916697325887684608/cDIUUq9Q_normal.jpg,https://pbs.twimg.com/profile_images/916697325887684608/cDIUUq9Q_normal.jpg,0084B4,A8C7F7,C0DFEC,333333,True,False,HalaGorani,"{'created_at': 'Fri Nov 03 14:32:40 +0000 2017', 'id': 926457102947799040, 'id_str': '926457102947799040', 'text': 'RT @CNNPRUK: Coming next week on CNN International, the premiere of Hala Gorani Tonight with @halagorani. Weeknights at 8pm GMT/9pm CET. ht…', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'CNNPRUK', 'name': 'CNN International PR', 'id': 221712794, 'id_str': '221712794', 'indices': [3, 11]}, {'screen_name': 'HalaGorani', 'name': 'Hala Gorani', 'id': 25333609, 'id_str': '25333609', 'indices': [93, 104]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Fri Nov 03 13:49:48 +0000 2017', 'id': 926446314136784896, 'id_str': '926446314136784896', 'text': 'Coming next week on CNN International, the premiere of Hala Gorani Tonight with @halagorani. Weeknights at 8pm GMT/… https://t.co/VgvHU1LSRr', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'HalaGorani', 'name': 'Hala Gorani', 'id': 25333609, 'id_str': '25333609', 'indices': [80, 91]}], 'urls': [{'url': 'https://t.co/VgvHU1LSRr', 'expanded_url': 'https://twitter.com/i/web/status/926446314136784896', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [117, 140]}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 20, 'favorite_count': 41, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 20, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",12560,Quito,none,https://t.co/OtZlTgOTKl,-18000.0,True
False,2009-03-16 10:33:34,True,False,"Media Editor, The Economist, writing on TV, film, newspapers, music and other media worldwide. Formerly China. Views expressed are at least temporarily my own.",{'description': {'urls': []}},4436,False,55356,False,2453,False,False,24674124,24674124,False,False,en,1580,"Brooklyn, NY",Gady Epstein,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/24674124/1427188919,http://pbs.twimg.com/profile_images/1234593929/gadyepstein_headshot2_normal.jpg,https://pbs.twimg.com/profile_images/1234593929/gadyepstein_headshot2_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,gadyepstein,"{'created_at': 'Fri Nov 03 16:19:14 +0000 2017', 'id': 926483919503003648, 'id_str': '926483919503003648', 'text': 'Excellent look by my colleague at e-commerce, its impact on us and where it’s heading https://t.co/5e1kiCBQaq', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/5e1kiCBQaq', 'expanded_url': 'https://twitter.com/chowardchoward/status/926149571784380417', 'display_url': 'twitter.com/chowardchoward…', 'indices': [86, 109]}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': True, 'quoted_status_id': 926149571784380417, 'quoted_status_id_str': '926149571784380417', 'retweet_count': 0, 'favorite_count': 4, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",19028,Eastern Time (US & Canada),none,,-14400.0,True
False,2009-03-01 15:09:27,False,False,"@theeconomist & @cepa, columnist @thetimes; these are personal rants & raves. ? @cristinaOHQ )??????? Need to contact me? Try this https://t.co/Ub6g6tqBXy","{'url': {'urls': [{'url': 'https://t.co/slZMedLrOZ', 'expanded_url': 'http://www.edwardlucas.com', 'display_url': 'edwardlucas.com', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/Ub6g6tqBXy', 'expanded_url': 'http://bfy.tw/Dm9J', 'display_url': 'bfy.tw/Dm9J', 'indices': [131, 154]}]}}",4098,False,66062,False,12259,False,False,22369602,22369602,False,False,en,1514,London,Edward Lucas,False,C0DEED,http://pbs.twimg.com/profile_background_images/469207237630521345/qd18UCiW.jpeg,https://pbs.twimg.com/profile_background_images/469207237630521345/qd18UCiW.jpeg,True,https://pbs.twimg.com/profile_banners/22369602/1422378977,http://pbs.twimg.com/profile_images/865887967352676352/n8HRzDJ-_normal.jpg,https://pbs.twimg.com/profile_images/865887967352676352/n8HRzDJ-_normal.jpg,0084B4,0,DDEEF6,333333,True,False,edwardlucas,"{'created_at': 'Fri Nov 03 20:50:30 +0000 2017', 'id': 926552186477301761, 'id_str': '926552186477301761', 'text': 'RT @brianklaas: Russians modified DNC e-mails to make them seem worse than they were. Wikileaks propagated. Trump mentioned Wikileaks 164 t…', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'brianklaas', 'name': 'Brian Klaas', 'id': 39279821, 'id_str': '39279821', 'indices': [3, 14]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Fri Nov 03 17:58:20 +0000 2017', 'id': 926508860612911105, 'id_str': '926508860612911105', 'text': 'Russians modified DNC e-mails to make them seem worse than they were. Wikileaks propagated. Trump mentioned Wikilea… https://t.co/Ik2CalRUYA', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Ik2CalRUYA', 'expanded_url': 'https://twitter.com/i/web/status/926508860612911105', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [117, 140]}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': True, 'quoted_status_id': 926502457911529472, 'quoted_status_id_str': '926502457911529472', 'retweet_count': 3164, 'favorite_count': 3779, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': True, 'quoted_status_id': 926502457911529472, 'quoted_status_id_str': '926502457911529472', 'retweet_count': 3164, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",43453,London,none,https://t.co/slZMedLrOZ,0.0,True
False,2009-02-24 06:10:44,False,False,"Cairo bureau chief, The New York Times","{'url': {'urls': [{'url': 'https://t.co/RRcPpllvNu', 'expanded_url': 'http://nyti.ms/IrAayz', 'display_url': 'nyti.ms/IrAayz', 'indices': [0, 23]}]}, 'description': {'urls': []}}",2386,False,115386,False,1730,True,False,21734241,21734241,False,False,en,1597,"Cairo, Egypt",Declan Walsh,False,ACDED6,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,False,https://pbs.twimg.com/profile_banners/21734241/1493632081,http://pbs.twimg.com/profile_images/491253165564506115/zj9XVNKX_normal.jpeg,https://pbs.twimg.com/profile_images/491253165564506115/zj9XVNKX_normal.jpeg,38543,EEEEEE,F6F6F6,333333,True,False,declanwalsh,"{'created_at': 'Fri Nov 03 22:38:16 +0000 2017', 'id': 926579305089466368, 'id_str': '926579305089466368', 'text': 'RT @liamstack: Ibrahim Halawa is being interviewed on @RTELateLateShow. Does he ever want to go back to Egypt? ""Never ever, ever, ever, eve…', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'liamstack', 'name': 'Liam Stack', 'id': 133929829, 'id_str': '133929829', 'indices': [3, 13]}, {'screen_name': 'RTELateLateShow', 'name': 'The Late Late Show', 'id': 113447429, 'id_str': '113447429', 'indices': [54, 70]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Fri Nov 03 22:07:49 +0000 2017', 'id': 926571644000391169, 'id_str': '926571644000391169', 'text': 'Ibrahim Halawa is being interviewed on @RTELateLateShow. Does he ever want to go back to Egypt? ""Never ever, ever, ever, ever, ever again.""', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RTELateLateShow', 'name': 'The Late Late Show', 'id': 113447429, 'id_str': '113447429', 'indices': [39, 55]}], 'urls': []}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 5, 'favorite_count': 16, 'favorited': False, 'retweeted': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 5, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",7395,London,none,https://t.co/RRcPpllvNu,0.0,True
False,2009-02-24 00:15:03,False,False,"American of Pakistani descent. President, @VizierConsult. Non-Resident Fellow, @MiddleEastInst. Fellow, @CGPolicy. Tweets are my views alone.","{'url': {'urls': [{'url': 'https://t.co/kunLkNMclG', 'expanded_url': 'http://www.arifrafiq.com', 'display_url': 'arifrafiq.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",7858,False,25958,False,7886,False,False,21711202,21711202,False,False,en,738,New York/DC,Arif Rafiq,False,C9C9C9,http://pbs.twimg.com/profile_background_images/642081287/fczlk3z3cvurbt6uqyco.jpeg,https://pbs.twimg.com/profile_background_images/642081287/fczlk3z3cvurbt6uqyco.jpeg,True,https://pbs.twimg.com/profile_banners/21711202/1387511585,http://pbs.twimg.com/profile_images/839529943319068672/YBelaVq-_normal.jpg,https://pbs.twimg.com/profile_images/839529943319068672/YBelaVq-_normal.jpg,88253,D3D2CF,E3E2DE,634047,True,False,ArifCRafiq,"{'created_at': 'Sat Nov 04 04:34:15 +0000 2017', 'id': 926668895343271941, 'id_str': '926668895343271941', 'text': 'RT @timesofindia: .@ikamalhaasan should be ‘shot dead’ for his Hindu ‘terror’ remark, says Hindu Mahasabha https://t.co/qkK9TbuBIL via @TOI…', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'timesofindia', 'name': 'Times of India', 'id': 134758540, 'id_str': '134758540', 'indices': [3, 16]}, {'screen_name': 'ikamalhaasan', 'name': 'Kamal Haasan', 'id': 4628602041, 'id_str': '4628602041', 'indices': [19, 32]}], 'urls': [{'url': 'https://t.co/qkK9TbuBIL', 'expanded_url': 'http://toi.in/-spFoY/a24gk', 'display_url': 'toi.in/-spFoY/a24gk', 'indices': [107, 130]}]}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Sat Nov 04 04:31:51 +0000 2017', 'id': 926668288196624384, 'id_str': '926668288196624384', 'text': '.@ikamalhaasan should be ‘shot dead’ for his Hindu ‘terror’ remark, says Hindu Mahasabha https://t.co/qkK9TbuBIL vi… https://t.co/Jec7yyPdba', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ikamalhaasan', 'name': 'Kamal Haasan', 'id': 4628602041, 'id_str': '4628602041', 'indices': [1, 14]}], 'urls': [{'url': 'https://t.co/qkK9TbuBIL', 'expanded_url': 'http://toi.in/-spFoY/a24gk', 'display_url': 'toi.in/-spFoY/a24gk', 'indices': [89, 112]}, {'url': 'https://t.co/Jec7yyPdba', 'expanded_url': 'https://twitter.com/i/web/status/926668288196624384', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [117, 140]}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 82, 'favorite_count': 156, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 82, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",84674,Eastern Time (US & Canada),none,https://t.co/kunLkNMclG,-14400.0,False
False,2009-02-21 12:58:45,False,False,"Foreign Correspondent. WEF YGL. Co-Founder and CEO of @NewsDeeply (makers of @SyriaDeeply, @WaterDeeply, @OceansDeeply, @RefugeesDeeply).",{'description': {'urls': []}},1218,False,1757320,False,3956,True,False,21481343,21481343,False,False,en,3785,New York/Hong Kong,Lara Setrakian,False,8B542B,http://pbs.twimg.com/profile_background_images/21541180/Cool_Camera_Shot.jpg,https://pbs.twimg.com/profile_background_images/21541180/Cool_Camera_Shot.jpg,False,,http://pbs.twimg.com/profile_images/1678740238/Lara_Dubai_01_normal.jpeg,https://pbs.twimg.com/profile_images/1678740238/Lara_Dubai_01_normal.jpeg,9D582E,D9B17E,EADEAA,333333,True,False,Lara,"{'created_at': 'Fri Nov 03 21:43:41 +0000 2017', 'id': 926565568957861888, 'id_str': '926565568957861888', 'text': 'RT @refugeesdeeply: How Hatred of Rohingya Was Inflamed By Myanmar’s Democratic Transition, @Laignee talks to @Francis_Wade https://t.co/MM…', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'refugeesdeeply', 'name': 'Refugees Deeply', 'id': 3624124337, 'id_str': '3624124337', 'indices': [3, 18]}, {'screen_name': 'laignee', 'name': 'Laignee Barron', 'id': 81767447, 'id_str': '81767447', 'indices': [92, 100]}, {'screen_name': 'Francis_Wade', 'name': 'Francis Wade', 'id': 249954280, 'id_str': '249954280', 'indices': [110, 123]}], 'urls': []}, 'source': '<a href=""http://www.newsdeeply.com"" rel=""nofollow"">FollowDeeply</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Fri Nov 03 21:30:12 +0000 2017', 'id': 926562175656845312, 'id_str': '926562175656845312', 'text': 'How Hatred of Rohingya Was Inflamed By Myanmar’s Democratic Transition, @Laignee talks to @Francis_Wade https://t.co/MMCf7i3UVU', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'laignee', 'name': 'Laignee Barron', 'id': 81767447, 'id_str': '81767447', 'indices': [72, 80]}, {'screen_name': 'Francis_Wade', 'name': 'Francis Wade', 'id': 249954280, 'id_str': '249954280', 'indices': [90, 103]}], 'urls': [{'url': 'https://t.co/MMCf7i3UVU', 'expanded_url': 'http://newsdp.ly/2z83FWa', 'display_url': 'newsdp.ly/2z83FWa', 'indices': [104, 127]}]}, 'source': '<a href=""http://coschedule.com"" rel=""nofollow"">CoSchedule</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 5, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 5, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",13735,Abu Dhabi,none,,14400.0,True
False,2009-02-13 15:06:53,False,False,"Atlantic staff writer covering health, gender, and science. You can pronounce my last name however you want. Email olga at theatlantic dot com.","{'url': {'urls': [{'url': 'https://t.co/HtxlM7jGzb', 'expanded_url': 'https://olgakhazan.com/', 'display_url': 'olgakhazan.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",2306,False,18310,False,3733,False,False,20776190,20776190,False,False,en,696,"Washington, D.C.",Olga Khazan,False,0,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,False,https://pbs.twimg.com/profile_banners/20776190/1401120365,http://pbs.twimg.com/profile_images/411943171224903680/Cq9nl-K8_normal.jpeg,https://pbs.twimg.com/profile_images/411943171224903680/Cq9nl-K8_normal.jpeg,FAB81E,0,0,0,False,False,olgakhazan,"{'created_at': 'Fri Nov 03 13:47:02 +0000 2017', 'id': 926445619144810496, 'id_str': '926445619144810496', 'text': ""Marijuana dispensaries in Hawaii are not as laid-back as you'd think: https://t.co/DWJ51Iggbn"", 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/DWJ51Iggbn', 'expanded_url': 'https://www.theatlantic.com/health/archive/2017/11/hawaii-marijuana/544880/', 'display_url': 'theatlantic.com/health/archive…', 'indices': [70, 93]}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",5712,Eastern Time (US & Canada),none,https://t.co/HtxlM7jGzb,-14400.0,True
False,2009-01-23 13:42:31,False,False,"U.S. Senator John McCain (R-AZ), Chairman of Senate Armed Services Committee",{'description': {'urls': []}},80,False,2789408,False,379,True,False,19394188,19394188,False,False,en,19963,"Phoenix, AZ / Washington, DC",John McCain,False,0,http://pbs.twimg.com/profile_background_images/4035204/Twitter-page-3.jpg,https://pbs.twimg.com/profile_background_images/4035204/Twitter-page-3.jpg,False,https://pbs.twimg.com/profile_banners/19394188/1421190330,http://pbs.twimg.com/profile_images/898243253362929664/y1gCTcz1_normal.jpg,https://pbs.twimg.com/profile_images/898243253362929664/y1gCTcz1_normal.jpg,0A0A0A,CB1C15,96A0A6,131515,False,False,SenJohnMcCain,"{'created_at': 'Fri Nov 03 21:38:37 +0000 2017', 'id': 926564294547968000, 'id_str': '926564294547968000', 'text': ""I'll be sending an early Christmas card to Jacob Thompson &amp; I hope you will too! https://t.co/czGd533QaL"", 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/czGd533QaL', 'expanded_url': 'http://amp.wlky.com/article/cancer-patient-cards-last-christmas/13144608', 'display_url': 'amp.wlky.com/article/cancer…', 'indices': [85, 108]}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 402, 'favorite_count': 1714, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",13814,Eastern Time (US & Canada),none,,-14400.0,True
